Gene ID	Gene Name	Design Element	'Parkinson's disease' vs 'normal'.foldChange	'Parkinson's disease' vs 'normal'.pValue	'Parkinson's disease' vs 'normal'.tStat
ENSG00000100568	VTI1B	209452_s_at	-0.3	0.343573492313451	-1.46725658522399
ENSG00000100575	TIMM9	218316_at	-0.2	0.20669027799076	-1.97699523447185
ENSG00000100577	GSTZ1	209531_at	0.1	0.47989866989796	1.10405122862446
ENSG00000100591	AHSA1	201491_at	-0.2	0.625013303372524	-0.780784330447871
ENSG00000100592	DAAM1	216060_s_at	0.2	0.666131422394034	0.697386457382362
ENSG00000100596	SPTLC2	203127_s_at	0.2	0.270577338671099	1.71631367773367
ENSG00000100600	LGMN	201212_at	-0.3	0.36837575937812	-1.39186265096793
ENSG00000100601	ALKBH1	205621_at	-0.1	0.60312767850692	-0.827014344720486
ENSG00000100603	SNW1	201575_at	0.1	0.870072888658728	0.294419393835595
ENSG00000100604	CHGA	204697_s_at	-0.4	0.225919012457099	-1.89423029057517
ENSG00000100612	DHRS7	210788_s_at	-0.3	0.327635253278534	-1.51539662400536
ENSG00000100614	PPM1A	203966_s_at	-0.2	0.418500414648052	-1.25403507344769
ENSG00000100632	ERH	200043_at	-0.2	0.445717323568459	-1.18845383450897
ENSG00000100644	HIF1A	200989_at	-0.2	0.497347371623293	-1.06481461865837
ENSG00000100647	SUSD6	202181_at	-0.1	0.841449819234206	-0.351658761902482
ENSG00000100650	SRSF5	203380_x_at	0.3	0.111359864412332	2.5396742862651
ENSG00000100652	SLC10A1	207185_at	0.2	0.445516084615207	1.18890113059158
ENSG00000100664	EIF5	208705_s_at	-0.1	0.71824057499279	-0.594685719238545
ENSG00000100665	SERPINA4	213874_at	0.1	0.569120745624379	0.900317224229404
ENSG00000100711	ZFYVE21	219929_s_at	-0.3	0.355529264469126	-1.42980385393772
ENSG00000100714	MTHFD1	202309_at	-0.2	0.328795383181991	-1.51213808199888
ENSG00000100722	ZC3H14	213063_at	-0.1	0.78963762297247	-0.451306578696758
ENSG00000100726	TELO2	34260_at	0.1	0.491924256033251	1.07811240487377
ENSG00000100749	VRK1	203856_at	-0.5	0.0589790011875687	-3.13012014890708
ENSG00000100804	PSMB5	208799_at	-0.1	0.704762203194069	-0.617867564927461
ENSG00000100813	ACIN1	201715_s_at	0.2	0.426365969582003	1.23283907366115
ENSG00000100814	CCNB1IP1	217988_at	-0.1	0.742204951623361	-0.546937213451279
ENSG00000100823	APEX1	210027_s_at	-0.2	0.267331068752598	-1.72714425468376
ENSG00000100836	PABPN1	213046_at	0.5	0.0427891676303535	3.41951626982712
ENSG00000100842	EFS	210880_s_at	0.3	0.113027067637894	2.52405079089201
ENSG00000100883	SRP54	203605_at	-0.4	0.268469002595134	-1.72285832984741
ENSG00000100888	CHD8	212571_at	-0.1	0.833922270006998	-0.365233356795224
ENSG00000100906	NFKBIA	201502_s_at	0.7	0.0826980920239928	2.8391879092556
ENSG00000100934	SEC23A	212887_at	-1.1	0.0558591776823257	-3.19329053129206
ENSG00000100938	GMPR2	217990_at	-0.2	0.587526002879746	-0.858635095532909
ENSG00000100979	PLTP	202075_s_at	0.2	0.591390609576132	0.851833352635195
ENSG00000100982	PCIF1	221762_s_at	0.1	0.624707683477236	0.781767991995701
ENSG00000100983	GSS	201415_at	-0.1	0.778748415100457	-0.471411267068873
ENSG00000100987	VSX1	221124_s_at	0.2	0.309658808120323	1.57755160906115
ENSG00000100994	PYGB	201481_s_at	-0.1	0.760239637750505	-0.507139622770492
ENSG00000101003	GINS1	206102_at	-0.1	0.656734999007533	-0.715970201457884
ENSG00000101004	NINL	207705_s_at	0.3	0.175958045948238	2.125964148757
ENSG00000101019	UQCC1	217935_s_at	-0.1	0.396311087543077	-1.31620429826249
ENSG00000101040	ZMYND8	209048_s_at	0.6	0.108129110165979	2.56902008241795
ENSG00000101079	NDRG3	217286_s_at	-0.5	0.180755574960023	-2.09644970034015
ENSG00000101126	ADNP	201773_at	-0.3	0.4223631775917	-1.24434897815012
ENSG00000101132	PFDN4	205361_s_at	-0.8	0.124167515772708	-2.43644674942547
ENSG00000101134	DOK5	214844_s_at	-0.3	0.289167325590712	-1.6480708586808
ENSG00000101144	BMP7	209590_at	0.3	0.125824956963922	2.42141448953337
ENSG00000101146	RAE1	201558_at	0.1	0.908776552855865	0.210543118088142
ENSG00000101150	TPD52L2	201379_s_at	0.1	0.814767220114644	0.401705566492578
ENSG00000101158	NELFCD	220607_x_at	0.2	0.212665018819159	1.94801633082494
ENSG00000101161	PRPF6	208880_s_at	-0.1	0.798898361628156	-0.432139576004171
ENSG00000101166	PRELID3B	217851_s_at	-0.2	0.57694171810816	-0.879922682614132
ENSG00000101182	PSMA7	201114_x_at	-0.2	0.478049182134064	-1.11151472378275
ENSG00000101187	SLCO4A1	219911_s_at	0.7	0.120091725734611	2.47305031022854
ENSG00000101199	ARFGAP1	217888_s_at	0.3	0.319174333845908	1.54216436571902
ENSG00000101210	EEF1A2	204540_at	-0.7	0.370464358116446	-1.38571405301596
ENSG00000101224	CDC25B	201853_s_at	0.5	0.115608906374797	2.50680347554785
ENSG00000101236	RNF24	204669_s_at	0.4	0.045596162280256	3.37626712125283
ENSG00000101246	ARFRP1	203174_s_at	0.1	0.437837402680241	1.20796960880994
ENSG00000101265	RASSF2	203185_at	0.3	0.321671817523417	1.53546465389655
ENSG00000101278	RPS10P5	216505_x_at	-0.2	0.362914004146715	-1.40577823322583
ENSG00000101311	FERMT1	218796_at	0.3	0.128064881514072	2.40704744349502
ENSG00000101333	PLCB4	203895_at	-0.1	0.679703328514243	-0.670955938215229
ENSG00000101335	MYL9	201058_s_at	0.3	0.356661435502786	1.42683553135652
ENSG00000101336	HCK	208018_s_at	0.2	0.240645979880691	1.82972713558959
ENSG00000101337	TM9SF4	212198_s_at	-0.1	0.639734502031272	-0.750955604401889
ENSG00000101343	CRNKL1	219913_s_at	-0.3	0.398019844806678	-1.31187999238081
ENSG00000101347	SAMHD1	204502_at	-0.1	0.63042486886124	-0.769835408137996
ENSG00000101350	KIF3B	203943_at	0.3	0.302138236338748	1.60337010362651
ENSG00000101365	IDH3B	210014_x_at	-0.2	0.595244027355162	-0.844966370009937
ENSG00000101367	MAPRE1	200713_s_at	0.1	0.779607177255551	0.469105477772972
ENSG00000101384	JAG1	209099_x_at	-0.1	0.799526247907528	-0.429728564195208
ENSG00000101391	CDK5RAP1	218315_s_at	0.2	0.440775659847901	1.20002477520501
ENSG00000101400	SNTA1	203516_at	0.4	0.122810524032765	2.44680632636347
ENSG00000101439	CST3	201360_at	-0.3	0.702558711295291	-0.623466218306636
ENSG00000101441	CST4	206994_at	0.1	0.401814845472377	1.30027384406771
ENSG00000101442	ACTR5	219623_at	0.2	0.498768621327799	1.06127961952411
ENSG00000101445	PPP1R16B	41577_at	-0.1	0.849823796845534	-0.335628468285283
ENSG00000101463	SYNDIG1	219310_at	-0.3	0.291322545313637	-1.63956241829033
ENSG00000101470	TNNC2	205388_at	0.1	0.362066350118707	1.40752399851488
ENSG00000101474	APMAP	206656_s_at	-0.1	0.87515644266073	-0.2849900164042
ENSG00000101544	ADNP2	203322_at	-0.1	0.733566817126886	-0.565599260282008
ENSG00000101557	USP14	201672_s_at	-0.6	0.0912091604871582	-2.73245587319168
ENSG00000101558	VAPA	208780_x_at	-0.3	0.138071244046197	-2.3391079257636
ENSG00000101577	LPIN2	202460_s_at	0.1	0.795610263049915	0.438057951917704
ENSG00000101605	MYOM1	205610_at	0.1	0.425143995843177	1.23612942437473
ENSG00000101639	CEP192	218827_s_at	0.1	0.719006891710689	0.593014820230932
ENSG00000101654	RNMT	202683_s_at	-0.3	0.373209344706306	-1.37527348369317
ENSG00000101665	SMAD7	204790_at	0.1	0.520682960629205	1.00787334795155
ENSG00000101745	ANKRD12	212286_at	-0.2	0.175672538052675	-2.13180934037266
ENSG00000101746	NOL4	206045_s_at	-0.3	0.523623366621674	-0.999194264835636
ENSG00000101782	RIOK3	202130_at	-0.3	0.215746865944045	-1.93868078853357
ENSG00000101843	PSMD10	219485_s_at	-0.7	0.180375047032905	-2.09771089996369
ENSG00000101846	STS	203769_s_at	-0.2	0.236338126530972	-1.85179293488281
ENSG00000101849	TBL1X	213400_s_at	0.7	0.0257796829381499	3.9339637191248
ENSG00000101856	PGRMC1	201121_s_at	-0.7	0.0257796829381499	-3.93528252280396
ENSG00000101871	MID1	203636_at	0.5	0.0743371367341907	2.93523686235876
ENSG00000101901	ALG13	205583_s_at	-0.2	0.653226944733494	-0.723714841289612
ENSG00000101911	PRPS2	203401_at	-0.6	0.125824956963922	-2.42138493947879
ENSG00000101928	MOSPD1	218853_s_at	-0.2	0.61180558344315	-0.809016463566828
ENSG00000101938	CHRDL1	209763_at	-0.2	0.579169335231296	-0.875670187964828
ENSG00000101955	SRPX	204955_at	0.2	0.292567110548632	1.63418084933469
ENSG00000101977	MCF2	208017_s_at	-0.2	0.387976393026655	-1.33620348279532
ENSG00000101986	ABCD1	205142_x_at	0.2	0.351175962110617	1.44282613750189
ENSG00000101997	CCDC22	214037_s_at	0.2	0.193423499563905	2.0392941017386
ENSG00000102003	SYP	213200_at	-0.5	0.23430719909881	-1.86015059748137
ENSG00000102007	PLP2	201136_at	0.1	0.636372522995054	0.757505620526489
ENSG00000102024	PLS3	201215_at	-0.5	0.272657550744393	-1.70530323222144
ENSG00000102034	ELF4	203490_at	0.1	0.534829343763903	0.973430181269292
ENSG00000102038	SMARCA1	203875_at	-0.1	0.900159829725552	-0.227660903502654
ENSG00000102043	MTMR8	221390_s_at	0.1	0.527941837710855	0.989167104339951
ENSG00000102054	RBBP7	201092_at	-0.3	0.318380512717232	-1.54684553077676
ENSG00000102078	SLC25A14	204587_at	-0.1	0.778943188111261	-0.470348836454094
ENSG00000102081	FMR1	215245_x_at	-0.7	0.133258468602588	-2.37071809203637
ENSG00000102098	SCML2	206147_x_at	-0.1	0.80233859193844	-0.424320017520606
ENSG00000102103	PQBP1	207769_s_at	-0.2	0.337715631268974	-1.48346582551168
ENSG00000102109	PCSK1N	218952_at	-0.6	0.221919689861849	-1.9133770767868
ENSG00000102119	EMD	209477_at	0.1	0.586550266411645	0.860559823643164
ENSG00000102144	PGK1	200738_s_at	-0.4	0.363471607605091	-1.40471444116557
ENSG00000102145	GATA1	210446_at	0.2	0.107819661796334	2.5723048671591
ENSG00000102226	USP11	208723_at	-0.4	0.282006641948388	-1.67376492164654
ENSG00000102241	HTATSF1	202602_s_at	-0.4	0.333056452489052	-1.49835389644319
ENSG00000102265	TIMP1	201666_at	0.5	0.288126309036998	1.65157942974562
ENSG00000102302	FGD1	204819_at	0.1	0.517511555766537	1.01750335814605
ENSG00000102309	PIN4	204571_x_at	-0.1	0.689841242318231	-0.650472182656919
ENSG00000102316	MAGED2	213627_at	-0.1	0.835607230263623	-0.361496150435196
ENSG00000102317	RBM3	208319_s_at	-0.6	0.131860970312233	-2.37974099515109
ENSG00000102401	ARMCX3	217858_s_at	-0.7	0.0842716457163617	-2.80811857115841
ENSG00000102409	BEX4	215440_s_at	-1.1	0.0667760577682458	-3.01986317832469
ENSG00000102445	RUBCNL	219471_at	0.2	0.358395368477062	1.42001912946961
ENSG00000102466	FGF14	221310_at	-0.4	0.275307913403956	-1.69635228628124
ENSG00000102468	HTR2A	207135_at	-0.4	0.442773317235521	-1.19480440430785
ENSG00000102531	FNDC3A	202304_at	-0.3	0.336652622353352	-1.48741445856028
ENSG00000102572	STK24	208855_s_at	-0.1	0.656276029969751	-0.717605562511365
ENSG00000102606	ARHGEF7	202548_s_at	0.2	0.281744055192201	1.67458971714345
ENSG00000102678	FGF9	206404_at	-0.6	0.279406803637903	-1.68349937795549
ENSG00000102710	SUPT20H	220408_x_at	0.3	0.0916854301753602	2.72775993993626
ENSG00000102738	MRPS31	212603_at	-0.2	0.409597993328652	-1.27645167244835
ENSG00000102753	KPNA3	221502_at	-0.1	0.840246933687651	-0.353221032669578
ENSG00000102755	FLT1	222033_s_at	0.4	0.229239381062329	1.87751307284542
ENSG00000102760	RGCC	218723_s_at	0.4	0.269956398938284	1.71894239165843
ENSG00000102763	VWA8	212946_at	-0.2	0.20244726809899	-1.99433159006907
ENSG00000102786	INTS6	218819_at	-0.3	0.467069726873315	-1.1384033639057
ENSG00000102804	TSC22D1	215111_s_at	-0.2	0.128567012393475	-2.40164347828575
ENSG00000102858	MGRN1	212576_at	-0.1	0.847656188594211	-0.339604895830392
ENSG00000102871	TRADD	205641_s_at	0.2	0.242298984064153	1.82294144622427
ENSG00000102878	HSF4	210977_s_at	0.2	0.202220176411076	1.99538556403788
ENSG00000102879	CORO1A	209083_at	-0.3	0.326736676005711	-1.51894752229713
ENSG00000102882	MAPK3	212046_x_at	0.2	0.478155564104845	1.11091227171011
ENSG00000102886	GDPD3	219722_s_at	0.3	0.057451519801186	3.17145167815931
ENSG00000102893	PHKB	202739_s_at	0.3	0.478193184746736	1.11067930101797
ENSG00000102897	LYRM1	203897_at	-0.5	0.0284659138850926	-3.84070322729997
ENSG00000102901	CENPT	218148_at	0.1	0.661907386512204	0.70565378492131
ENSG00000102908	NFAT5	208003_s_at	-1.0	0.0978585141299761	-2.67022042442044
ENSG00000102910	LONP2	221834_at	0.7	0.165575088051506	2.18595277942337
ENSG00000102931	ARL2BP	202092_s_at	-0.5	0.126803844307035	-2.41514924168325
ENSG00000102934	PLLP	204519_s_at	0.3	0.327635253278534	1.51536714148894
ENSG00000102967	DHODH	213632_at	0.2	0.242120216297076	1.82515092554567
ENSG00000102974	CTCF	202521_at	-0.1	0.725968287970795	-0.58014281536292
ENSG00000102977	ACD	204617_s_at	0.2	0.310328546382472	1.57466032572447
ENSG00000102978	POLR2C	208996_s_at	-0.1	0.350445540313155	-1.44534539147629
ENSG00000103005	USB1	218060_s_at	0.2	0.215865562406762	1.93812706544247
ENSG00000103018	CYB5B	201633_s_at	-0.2	0.26610386714115	-1.73307595773644
ENSG00000103024	NME3	204862_s_at	0.3	0.168841095386442	2.17211142958353
ENSG00000103034	NDRG4	209159_s_at	-0.6	0.228468006989782	-1.88010933860462
ENSG00000103035	PSMD7	201705_at	-0.1	0.780654440047277	-0.466430901161592
ENSG00000103042	SLC38A7	56821_at	0.3	0.0528557635806998	3.24771066786191
ENSG00000103043	VAC14	218169_at	0.1	0.754591299380864	0.522122480129621
ENSG00000103051	COG4	212189_s_at	0.1	0.411417060564436	1.27057259247294
ENSG00000103089	FA2H	219429_at	0.1	0.749791679103056	0.532209643472575
ENSG00000103091	WDR59	218505_at	0.4	0.309858716931708	1.57624790874265
ENSG00000103121	CMC2	218447_at	-0.3	0.400687719384844	-1.30381653415807
ENSG00000103145	HCFC1R1	45714_at	-0.1	0.848812146707746	-0.337774320941132
ENSG00000103150	MLYCD	218869_at	0.3	0.287244119896394	1.65480147601742
ENSG00000103168	TAF1C	203938_s_at	0.6	0.157019954798868	2.23177092117411
ENSG00000103174	NAGPA	205090_s_at	0.2	0.418891112248302	1.25279674742028
ENSG00000103175	WFDC1	219478_at	0.1	0.406494357065005	1.28704101987459
ENSG00000103184	SEC14L5	210169_at	0.4	0.287244119896394	1.6557770392714
ENSG00000103187	COTL1	221059_s_at	0.1	0.828806411626467	0.373908944471414
ENSG00000103194	USP10	209137_s_at	-0.3	0.168040315556879	-2.17657133550364
ENSG00000103196	CRISPLD2	221541_at	0.1	0.6536959234636	0.722998163793105
ENSG00000103197	TSC2	215735_s_at	-0.2	0.255002264059471	-1.77888562110517
ENSG00000103199	ZNF500	213639_s_at	0.5	0.00752939427501043	5.10406540813558
ENSG00000103202	NME4	212739_s_at	0.3	0.212665018819159	1.94770410214349
ENSG00000103227	LMF1	219136_s_at	-0.1	0.623231964622758	-0.785401565825011
ENSG00000103241	FOXF1	205935_at	0.1	0.643465510438018	0.741287050987171
ENSG00000103245	CIAO3	218742_at	0.2	0.450788707835752	1.17646330776902
ENSG00000103249	CLCN7	38069_at	0.1	0.600326560703633	0.833254072087741
ENSG00000103254	ANTKMT	219709_x_at	-0.3	0.424800471643345	-1.23785496002121
ENSG00000103257	SLC7A5	201195_s_at	0.7	0.00790548947265162	5.04552838984053
ENSG00000103260	METRN	219051_x_at	0.2	0.510703850455325	1.03336445472352
ENSG00000103264	FBXO31	222352_at	0.3	0.0600604156722037	3.10440463185649
ENSG00000103266	STUB1	217934_x_at	-0.1	0.778762817935813	-0.471069177807486
ENSG00000103274	NUBP1	203978_at	0.1	0.589251903477959	0.855566022751421
ENSG00000103275	UBE2I	213535_s_at	-0.1	0.701961250699467	-0.626628348387383
ENSG00000103316	CRYM	205489_at	-1.0	0.0756500249185062	-2.92177819330665
ENSG00000103351	CLUAP1	204576_s_at	-0.2	0.308185978779089	-1.58320289397911
ENSG00000103363	ELOB	200085_s_at	-0.4	0.27114415321336	-1.71293466190763
ENSG00000103415	HMOX2	218120_s_at	-0.5	0.124226505872129	-2.43162409132104
ENSG00000103423	DNAJA3	205963_s_at	-0.1	0.634579933716753	-0.760804838286686
ENSG00000103449	SALL1	206893_at	0.1	0.637832827135411	0.75425002674098
ENSG00000103460	TOX3	216623_x_at	-0.4	0.175958045948238	-2.12598385475518
ENSG00000103479	RBL2	212331_at	-0.1	0.498768621327799	-1.06175945518706
ENSG00000103489	XYLT1	213725_x_at	-0.1	0.757438486740944	-0.512558893015165
ENSG00000103490	PYCARD	221666_s_at	0.1	0.647923704327997	0.732088224706229
ENSG00000103495	MAZ	212064_x_at	0.1	0.851925150838076	0.332372572193712
ENSG00000103496	STX4	203530_s_at	0.1	0.847656188594211	0.339737264403517
ENSG00000103507	BCKDK	202030_at	-0.1	0.562271219589621	-0.913256053639476
ENSG00000103528	SYT17	205613_at	0.4	0.0774705065052987	2.89999101894431
ENSG00000103540	CCP110	204662_at	-0.2	0.319174333845908	-1.54192665656368
ENSG00000103569	AQP9	205568_at	0.1	0.719811002543449	0.591761926311572
ENSG00000103647	CORO2B	209789_at	-0.1	0.663166999383748	-0.702850458214907
ENSG00000103653	CSK	202329_at	0.4	0.0681542562156493	3.00158731629877
ENSG00000103657	HERC1	218306_s_at	-0.2	0.70283297301666	-0.622528404318523
ENSG00000103710	RASL12	219167_at	0.6	0.0193084595005961	4.26245433179448
ENSG00000103723	AP3B2	205678_at	-0.2	0.574232766195775	-0.889233979401477
ENSG00000103740	ACSBG1	206465_at	0.6	0.183128792103759	2.08761812128533
ENSG00000103769	RAB11A	200863_s_at	-0.5	0.0597267257072783	-3.1157792580482
ENSG00000103811	CTSH	202295_s_at	0.4	0.260237131822653	1.76279226597502
ENSG00000103888	CEMIP	212942_s_at	-0.1	0.789873828405104	-0.45087454884648
ENSG00000103966	EHD4	209536_s_at	0.2	0.271740145522128	1.70993626001962
ENSG00000103978	TMEM87A	212204_at	-0.2	0.337715631268974	-1.48469590781948
ENSG00000103994	ZNF106	217781_s_at	-0.1	0.820294444570767	-0.391938908480871
ENSG00000104059	FAM189A1	213997_at	-0.1	0.688418010421116	-0.653951537507025
ENSG00000104067	TJP1	202011_at	0.1	0.641492487786149	0.746114582967108
ENSG00000104093	DMXL2	212820_at	-0.7	0.202201816176205	-1.99650884759287
ENSG00000104112	SCG3	219196_at	-1.3	0.0141770419008606	-4.4755952931799
ENSG00000104129	DNAJC17	219861_at	-0.1	0.568453235242498	-0.902510472559845
ENSG00000104131	EIF3J	208985_s_at	-0.2	0.554358164171235	-0.92932331789349
ENSG00000104133	SPG11	203513_at	-0.2	0.529587562448803	-0.984902270043633
ENSG00000104218	CSPP1	220072_at	-0.2	0.542007204304861	-0.957038579553531
ENSG00000104231	ZFAND1	218919_at	-0.5	0.206914699972296	-1.97559458398281
ENSG00000104267	CA2	209301_at	0.3	0.630886071230333	0.767736141822414
ENSG00000104290	FZD3	219683_at	-0.4	0.216418768712536	-1.93463308507682
ENSG00000104320	NBN	202907_s_at	-0.4	0.171423674788734	-2.15781475114817
ENSG00000104324	CPQ	203501_at	0.1	0.558878567683068	0.920203802907344
ENSG00000104325	DECR1	202447_at	-0.1	0.824288316991068	-0.38410910288758
ENSG00000104327	CALB1	205626_s_at	-0.8	0.167940562396491	-2.17713678829595
ENSG00000104341	LAPTM4B	214039_s_at	-0.4	0.139498178852544	-2.33082278544273
ENSG00000104343	UBE2W	218521_s_at	-0.4	0.0611660375566837	-3.08697038093406
ENSG00000104361	NIPAL2	220128_s_at	0.1	0.755018675601251	0.521128379071602
ENSG00000104365	IKBKB	209341_s_at	0.7	0.0826980920239928	2.836305383291
ENSG00000104368	PLAT	201860_s_at	0.3	0.540076981947255	0.961846455926755
ENSG00000104375	STK3	204068_at	0.2	0.327635253278534	1.51593519625284
ENSG00000104388	RAB2A	208731_at	-1.2	0.0311074980232317	-3.74830251407969
ENSG00000104408	EIF3E	208697_s_at	-0.2	0.412657092720563	-1.26670296459157
ENSG00000104412	EMC2	203584_at	-0.3	0.567926768974725	-0.903328516781817
ENSG00000104415	CCN4	211312_s_at	0.1	0.576424644521211	0.881289611948928
ENSG00000104419	NDRG1	200632_s_at	0.5	0.0849201894626237	2.79948564929501
ENSG00000104427	ZC2HC1A	205308_at	-0.5	0.118811861907427	-2.48263791475052
ENSG00000104435	STMN2	203000_at	-1.5	0.0774705065052987	-2.90021117391615
ENSG00000104442	ARMC1	218185_s_at	-0.8	0.0852360674042056	-2.79685851305082
ENSG00000104447	TRPS1	218502_s_at	0.3	0.462094471378945	1.15159066927055
ENSG00000104490	NCALD	211685_s_at	-1.1	0.0749805617188618	-2.92734535295767
ENSG00000104517	UBR5	208882_s_at	0.4	0.341311262956953	1.47243522583919
ENSG00000104518	GSDMD	218154_at	0.1	0.401157519824969	1.30277439922326
ENSG00000104522	GFUS	201644_at	-0.1	0.626959394151758	-0.777168103370322
ENSG00000104524	PYCR3	218944_at	-0.1	0.623719629204778	-0.78454223885935
ENSG00000104529	EEF1D	214394_x_at	0.5	0.184865129676816	2.07715398866075
ENSG00000104549	SQLE	209218_at	-0.3	0.577522995287982	-0.87850218736149
ENSG00000104660	LEPROTL1	202594_at	-0.2	0.708854422686248	-0.608818110593817
ENSG00000104671	DCTN6	203261_at	-0.5	0.317766829887236	-1.54940618206118
ENSG00000104691	UBXN8	215983_s_at	-0.1	0.50164401614176	-1.05450388970021
ENSG00000104695	PPP2CB	201375_s_at	-0.1	0.881951577836143	-0.268471588456215
ENSG00000104722	NEFM	205113_at	-1.0	0.22237934966012	-1.91164756108323
ENSG00000104723	TUSC3	213423_x_at	-1.0	0.0931733148162218	-2.71028564125735
ENSG00000104731	KLHDC4	221219_s_at	-0.1	0.679837384684782	-0.669277156394223
ENSG00000104756	KCTD9	218823_s_at	-0.3	0.230111626648964	-1.87447476552526
ENSG00000104760	FGL1	205305_at	0.3	0.121888186127335	2.45541119230816
ENSG00000104763	ASAH1	213702_x_at	-0.2	0.350445540313155	-1.44525997436958
ENSG00000104765	BNIP3L	221478_at	-0.5	0.297344775726689	-1.6178215857096
ENSG00000104783	KCNN4	204401_at	0.1	0.548615143870403	0.942228949468989
ENSG00000104805	NUCB1	200649_at	0.2	0.526596556375205	0.993289702062452
ENSG00000104824	HNRNPL	35201_at	-0.2	0.594601925647525	-0.846161514504136
ENSG00000104826	LHB	214471_x_at	0.5	0.108129110165979	2.56826732151964
ENSG00000104833	TUBB4A	212664_at	-0.3	0.701961250699467	-0.626729526196517
ENSG00000104852	SNRNP70	201221_s_at	0.4	0.305965788636069	1.58944876722412
ENSG00000104853	CLPTM1	201640_x_at	-0.1	0.794001273162293	-0.440885383307691
ENSG00000104859	CLASRP	204978_at	-0.1	0.679703328514243	-0.671101897934837
ENSG00000104863	LIN7B	219760_at	-0.2	0.540523485385113	-0.959752991413477
ENSG00000104872	PIH1D1	217872_at	-0.2	0.34758397276013	-1.45467008468755
ENSG00000104881	PPP1R13L	218849_s_at	0.2	0.1795044500594	2.10430050976312
ENSG00000104888	SLC17A7	204229_at	-0.5	0.296901760879817	-1.62057066303711
ENSG00000104897	SF3A2	209381_x_at	0.1	0.663619544045188	0.701921523235629
ENSG00000104901	DKKL1	220284_at	0.1	0.791464265877041	0.447721108901619
ENSG00000104903	LYL1	210044_s_at	0.1	0.515915104705919	1.02102304813216
ENSG00000104904	OAZ1	200077_s_at	-0.3	0.0982083457661921	-2.66588883914069
ENSG00000104907	TRMT1	210463_x_at	0.2	0.543082609780972	0.955190178508214
ENSG00000104915	STX10	212625_at	0.3	0.0345321831134824	3.57518681018586
ENSG00000104936	DMPK	217066_s_at	0.2	0.251339344046284	1.79315141366064
ENSG00000104941	RSPH6A	220965_s_at	0.1	0.449006406168547	1.18108260285999
ENSG00000104960	PTOV1	212032_s_at	0.2	0.579814278728539	0.874089601900326
ENSG00000104964	TLE5	217729_s_at	-0.4	0.335531806966518	-1.49030761130981
ENSG00000104972	LILRB1	211336_x_at	0.2	0.45501368225031	1.16720988062151
ENSG00000104973	MED25	208110_x_at	0.1	0.526211686988622	0.995036647449471
ENSG00000104976	SNAPC2	204104_at	0.2	0.319174333845908	1.54226321633374
ENSG00000104980	TIMM44	203092_at	0.2	0.23658511320451	1.85059093264271
ENSG00000105058	FAM32A	201863_at	-0.2	0.494354736753907	-1.07309389272985
ENSG00000105127	AKAP8	203847_s_at	0.1	0.765368042669113	0.497417416011926
ENSG00000105135	ILVBL	210624_s_at	0.2	0.272502260982858	1.70601074307546
ENSG00000105137	SYDE1	44702_at	0.2	0.264185334848412	1.7474302475286
ENSG00000105143	SLC1A6	206882_at	0.2	0.349111724077201	1.4489544124831
ENSG00000105171	POP4	202868_s_at	-0.5	0.222781587135445	-1.90981204741519
ENSG00000105173	CCNE1	213523_at	0.1	0.546427405527258	0.948264628054576
ENSG00000105186	ANKRD27	221522_at	-0.2	0.60312767850692	-0.826833178603708
ENSG00000105193	RPS16	213890_x_at	0.2	0.223434444892259	1.90742429244327
ENSG00000105202	FBL	211623_s_at	0.1	0.529587562448803	0.985031646489899
ENSG00000105220	GPI	208308_s_at	-0.8	0.128276272467597	-2.40390550329656
ENSG00000105223	PLD3	201050_at	-0.7	0.121119028965181	-2.46229311022807
ENSG00000105227	PRX	220024_s_at	0.2	0.224513386058984	1.90175562679449
ENSG00000105229	PIAS4	212879_x_at	0.1	0.611067893525617	0.810839955958918
ENSG00000105248	YJU2	204335_at	0.1	0.513745799219973	1.02621465278158
ENSG00000105254	TBCB	201804_x_at	-0.3	0.207773595475872	-1.97137259387629
ENSG00000105255	FSD1	219170_at	-0.2	0.509903316703275	-1.03603976026299
ENSG00000105258	POLR2I	212955_s_at	0.1	0.626767701836272	0.777793475490241
ENSG00000105270	CLIP3	212358_at	-0.2	0.450321706307791	-1.17773678138596
ENSG00000105278	ZFR2	215419_at	0.1	0.371619316158513	1.3815174490166
ENSG00000105281	SLC1A5	208916_at	0.2	0.371354712822954	1.38215659899412
ENSG00000105290	APLP1	209462_at	-0.1	0.763266829849721	-0.500960773551174
ENSG00000105323	HNRNPUL1	208713_at	0.4	0.0858410573774808	2.78687275840127
ENSG00000105327	BBC3	211692_s_at	0.3	0.256212457741557	1.77466881439792
ENSG00000105339	DENND3	212975_at	0.2	0.416735348617898	1.25827562432775
ENSG00000105355	PLIN3	202122_s_at	0.4	0.0385861329804709	3.49502806570252
ENSG00000105357	MYH14	219946_x_at	0.1	0.748059107719009	0.535957522053559
ENSG00000105369	CD79A	205049_s_at	0.2	0.515915104705919	1.02100957202779
ENSG00000105372	RPS19	202649_x_at	0.5	0.0330217845709335	3.64341411747686
ENSG00000105383	CD33	206120_at	0.3	0.206549568483555	1.97792934182334
ENSG00000105393	BABAM1	221711_s_at	-0.2	0.679837384684782	-0.669255694677071
ENSG00000105397	TYK2	205546_s_at	0.4	0.0337692577327593	3.59594004186536
